id;name;slug;description;parent_id;active;sort_order;is_visible
8456d232-6bce-400f-b99d-5d6290c93f11;Clothes Dryers;appliances-laundry-appliances-washers-dryers-clothes-dryers;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
80220550-c7e1-432c-96b3-c3c31fd27feb;Clothes Washing Machines;appliances-laundry-appliances-washers-dryers-clothes-washing-machines;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
cb07577e-517f-43b1-bd46-ff8a6c48b2e7;Combination Washers & Dryers;appliances-laundry-appliances-washers-dryers-combination-washers-dryers;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
03e3b01c-e798-4668-8575-b898099c85ae;Portable Clothes Washing Machines;appliances-laundry-appliances-washers-dryers-portable-clothes-washing-machines;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
672f4034-1c2b-4c47-b30c-e4d4f918817c;Portable Dryers;appliances-laundry-appliances-washers-dryers-portable-dryers;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
15d630cd-6f77-44b6-9cad-3ac495851406;Stacked Washer & Dryer Units;appliances-laundry-appliances-washers-dryers-stacked-washer-dryer-units;;5f10c000-84d0-4ed6-a91d-f68262d5f92a;True;0;True
22ee6222-0480-42ef-8df1-c262e600e2f2;Clothes Dryer Replacement Vents;appliances-parts-accessories-clothes-dryer-replacement-parts-clothes-dryer-replacement-vents;;ee73b359-4a95-4d26-b411-f3024ee2ea78;True;0;True
405e9c6f-f339-43cb-ab99-3cc53870a617;Dryer Replacement Parts;appliances-parts-accessories-clothes-dryer-replacement-parts-dryer-replacement-parts;;ee73b359-4a95-4d26-b411-f3024ee2ea78;True;0;True
21297c7c-5455-42c9-b7de-495d700ed83d;Dishwasher Replacement Hoses;appliances-parts-accessories-dishwasher-parts-accessories-dishwasher-replacement-hoses;;b9c2e529-0db1-4ca0-9a1b-907a771446c3;True;0;True
049c7216-28c3-4c22-9680-5d0e26723d75;Humidifier Humidity Meters;appliances-parts-accessories-humidifier-parts-accessories-humidifier-humidity-meters;;d89f97ea-726f-4c8e-8d13-f8dc8824c0d9;True;0;True
992b8a8b-44bb-4c62-b3d4-b78860604282;Range Hood Filters;appliances-parts-accessories-range-hood-parts-accessories-range-hood-filters;;914b5217-2cce-4464-b471-14b1e55508e4;True;0;True
